dataset,fold,method,test_error,rank,normalized-error,time fit (s),time infer (s),config_selected,portfolio_name,seed,fit budget
diabetes,0,Autosklearn2 (4h),0.0799999999999999,74.0,0.4705882352941156,14403.0,0.001171875,,,0,14400.0
diabetes,0,Autosklearn (1h),0.0807409999999999,84.0,0.5000102941176447,3605.6,0.001171875,,,0,3600.0
diabetes,0,Autosklearn (4h),0.0755559999999999,24.5,0.294135294117645,14448.8,0.0013020833333333,,,0,14400.0
diabetes,0,Flaml (1h),0.101481,987.0,1.0,3600.0,0.0002604166666666,,,0,3600.0
diabetes,0,Flaml (4h),0.101481,987.0,1.0,13734.6,0.0005208333333333,,,0,14400.0
diabetes,0,Lightautoml (1h),0.091852,488.5,0.941182352941178,1095.6,0.0065104166666666,,,0,3600.0
diabetes,0,Lightautoml (4h),0.088889,278.5,0.8235338235294132,1229.5,0.01171875,,,0,14400.0
diabetes,1,AutoGluon best (10m),0.242222,863.5,1.0,380.1,0.0156249999999999,,,0,600.0
diabetes,1,AutoGluon best (1h),0.242222,863.5,1.0,404.8,0.0169270833333333,,,0,3600.0
diabetes,1,AutoGluon best (24h),0.242222,863.5,1.0,398.1,0.0169270833333333,,,0,86400.0
diabetes,1,AutoGluon best (30m),0.242222,863.5,1.0,397.5,0.0169270833333333,,,0,1800.0
diabetes,1,AutoGluon best (4h),0.242222,863.5,1.0,426.2,0.01953125,,,0,14400.0
diabetes,1,AutoGluon best (5m),0.2414809999999999,855.5,1.0,280.1,0.0130208333333333,,,0,300.0
diabetes,1,AutoGluon high (1h),0.237778,786.0,1.0,394.3,0.0002604166666666,,,0,3600.0
diabetes,1,AutoGluon high (4h),0.237778,786.0,1.0,386.7,0.0002604166666666,,,0,14400.0
diabetes,1,AutoGluon medium (1h),0.223704,401.0,0.7884692307692308,6.4,0.0001302083333333,,,0,3600.0
diabetes,1,AutoGluon medium (4h),0.223704,401.0,0.7884692307692308,6.1,0.0001302083333333,,,0,14400.0
diabetes,1,H2oautoml (1h),0.218148,183.5,0.6442269230769233,3497.8,0.0005208333333333,,,0,3600.0
diabetes,1,H2oautoml (4h),0.251111,1034.5,1.0,10634.3,0.0006510416666666,,,0,14400.0
diabetes,1,RandomForest_1h8c_2023_08_21,0.232963,640.5,1.0,5.3,0.0026041666666666,,,0,
diabetes,1,RandomForest_4h8c_2023_08_21,0.237407,769.5,1.0,5.3,0.0026041666666666,,,0,
diabetes,1,TunedRandomForest_1h8c_2023_08_21,0.234074,670.5,1.0,1059.8,0.0026041666666666,,,0,
diabetes,1,TunedRandomForest_4h8c_2023_08_21,0.2303699999999999,574.5,0.9615288461538448,1070.5,0.0026041666666666,,,0,
diabetes,1,Autosklearn2 (1h),0.2148149999999999,123.5,0.5576971153846124,3617.9,0.0013020833333333,,,0,3600.0
diabetes,1,Autosklearn2 (4h),0.221481,307.5,0.7307567307692313,14398.9,0.0005208333333333,,,0,14400.0
diabetes,1,Autosklearn (1h),0.25037,1009.5,1.0,3608.6,0.0006510416666666,,,0,3600.0
diabetes,1,Autosklearn (4h),0.2459259999999999,940.5,1.0,14410.4,0.0009114583333333,,,0,14400.0
diabetes,1,Flaml (1h),0.223704,401.0,0.7884692307692308,3600.0,0.0002604166666666,,,0,3600.0
diabetes,1,Flaml (4h),0.223704,401.0,0.7884692307692308,10619.5,0.0002604166666666,,,0,14400.0
diabetes,1,Lightautoml (1h),0.228148,499.5,0.9038423076923082,1045.5,0.0143229166666666,,,0,3600.0
diabetes,1,Lightautoml (4h),0.22963,573.5,0.9423173076923086,1099.9,0.0104166666666666,,,0,14400.0
diabetes,2,AutoGluon best (10m),0.119259,79.5,0.4102474358974362,389.6,0.0182291666666666,,,0,600.0
diabetes,2,AutoGluon best (1h),0.119259,79.5,0.4102474358974362,393.3,0.01953125,,,0,3600.0
diabetes,2,AutoGluon best (24h),0.119259,79.5,0.4102474358974362,392.4,0.01953125,,,0,86400.0
diabetes,2,AutoGluon best (30m),0.119259,79.5,0.4102474358974362,417.2,0.0182291666666666,,,0,1800.0
diabetes,2,AutoGluon best (4h),0.119259,79.5,0.4102474358974362,404.5,0.01953125,,,0,14400.0
diabetes,2,AutoGluon best (5m),0.12,100.0,0.4358974358974358,274.9,0.01171875,,,0,300.0
diabetes,2,AutoGluon high (1h),0.118519,76.0,0.3846320512820514,435.8,0.0002604166666666,,,0,3600.0
diabetes,2,AutoGluon high (4h),0.118519,76.0,0.3846320512820514,397.3,0.0002604166666666,,,0,14400.0
diabetes,2,AutoGluon medium (1h),0.143704,890.0,1.0,6.1,0.0013020833333333,,,0,3600.0
diabetes,2,AutoGluon medium (4h),0.143704,890.0,1.0,7.7,0.0026041666666666,,,0,14400.0
diabetes,2,H2oautoml (1h),0.1162959999999999,40.5,0.307682051282048,3491.2,0.0005208333333333,,,0,3600.0
diabetes,2,H2oautoml (4h),0.122222,149.5,0.5128128205128205,11158.7,0.0005208333333333,,,0,14400.0
diabetes,2,RandomForest_1h8c_2023_08_21,0.155556,1125.0,1.0,5.1,0.0026041666666666,,,0,
diabetes,2,RandomForest_4h8c_2023_08_21,0.155556,1125.0,1.0,5.1,0.0026041666666666,,,0,
diabetes,2,TunedRandomForest_1h8c_2023_08_21,0.151852,1062.5,1.0,1054.0,0.0026041666666666,,,0,
diabetes,2,TunedRandomForest_4h8c_2023_08_21,0.1477779999999999,994.5,1.0,1041.9,0.0026041666666666,,,0,
diabetes,2,Autosklearn2 (1h),0.134815,555.5,0.9487243589743584,3601.5,0.0013020833333333,,,0,3600.0
diabetes,2,Autosklearn2 (4h),0.128148,328.5,0.7179435897435901,14413.8,0.0026041666666666,,,0,14400.0
diabetes,2,Autosklearn (1h),0.1207409999999999,131.5,0.4615474358974326,3605.5,0.0013020833333333,,,0,3600.0
diabetes,2,Autosklearn (4h),0.1118519999999999,15.5,0.1538512820512787,14419.1,0.0009114583333333,,,0,14400.0
diabetes,2,Flaml (1h),0.1570369999999999,1142.5,1.0,3600.0,0.0001041666666666,,,0,3600.0
diabetes,2,Flaml (4h),0.145185,915.5,1.0,14400.4,0.000390625,,,0,14400.0
diabetes,2,Lightautoml (1h),0.1214809999999999,132.5,0.4871628205128169,1276.9,0.0104166666666666,,,0,3600.0
diabetes,2,Lightautoml (4h),0.123704,205.5,0.5641128205128203,1189.5,0.0039062499999999,,,0,14400.0
dresses-sales,0,AutoGluon best (10m),0.426929,139.5,0.6774155000000004,408.6,0.064,,,0,600.0
dresses-sales,0,AutoGluon best (1h),0.426929,139.5,0.6774155000000004,384.7,0.0679999999999999,,,0,3600.0
dresses-sales,0,AutoGluon best (24h),0.426929,139.5,0.6774155000000004,373.2,0.06,,,0,86400.0
dresses-sales,0,AutoGluon best (30m),0.426929,139.5,0.6774155000000004,404.1,0.064,,,0,1800.0
dresses-sales,0,AutoGluon best (4h),0.426929,139.5,0.6774155000000004,383.2,0.066,,,0,14400.0
dresses-sales,0,AutoGluon best (5m),0.436782,271.5,0.7741973870967747,286.3,0.046,,,0,300.0
dresses-sales,0,AutoGluon high (1h),0.4351399999999999,252.0,0.758068709677419,370.7,0.001,,,0,3600.0
dresses-sales,0,AutoGluon high (4h),0.4351399999999999,252.0,0.758068709677419,446.2,0.001,,,0,14400.0
dresses-sales,0,AutoGluon medium (1h),0.4252869999999999,121.0,0.6612868225806448,6.4,0.0014,,,0,3600.0
dresses-sales,0,AutoGluon medium (4h),0.4252869999999999,121.0,0.6612868225806448,6.2,0.0014,,,0,14400.0
dresses-sales,0,H2oautoml (1h),0.3908049999999999,5.5,0.3225845967741927,3517.4,0.004,,,0,3600.0
dresses-sales,0,H2oautoml (4h),0.397373,13.5,0.3870993064516129,13311.0,0.004,,,0,14400.0
dresses-sales,0,RandomForest_1h8c_2023_08_21,0.535304,1055.5,1.0,5.2,0.004,,,0,
dresses-sales,0,RandomForest_4h8c_2023_08_21,0.546798,1103.5,1.0,5.2,0.004,,,0,
dresses-sales,0,TunedRandomForest_1h8c_2023_08_21,0.541872,1083.5,1.0,1446.7,0.004,,,0,
dresses-sales,0,TunedRandomForest_4h8c_2023_08_21,0.528736,1034.5,1.0,1406.3,0.004,,,0,
dresses-sales,0,Autosklearn2 (1h),0.4564859999999999,562.5,0.9677415161290318,3599.6,0.0059999999999999,,,0,3600.0
dresses-sales,0,Autosklearn2 (4h),0.466338,683.5,1.0,14404.7,0.004,,,0,14400.0
dresses-sales,0,Autosklearn (1h),0.449918,468.5,0.9032268064516132,3622.2,0.01,,,0,3600.0
dresses-sales,0,Autosklearn (4h),0.4490969999999999,440.5,0.8951624677419352,14419.9,0.01,,,0,14400.0
dresses-sales,0,Flaml (1h),0.4655169999999999,682.0,1.0,3600.0,0.0004,,,0,3600.0
dresses-sales,0,Flaml (4h),0.4655169999999999,682.0,1.0,11898.5,0.0002,,,0,14400.0
dresses-sales,0,Lightautoml (1h),0.454844,526.5,0.9516128387096784,1126.2,0.014,,,0,3600.0
dresses-sales,0,Lightautoml (4h),0.441708,340.5,0.8225834193548391,1202.9,0.03,,,0,14400.0
dresses-sales,1,AutoGluon best (10m),0.264368,75.0,0.5846171076923077,387.8,0.038,,,0,600.0
dresses-sales,1,AutoGluon best (1h),0.264368,75.0,0.5846171076923077,385.8,0.04,,,0,3600.0
dresses-sales,1,AutoGluon best (24h),0.264368,75.0,0.5846171076923077,378.8,0.036,,,0,86400.0
dresses-sales,1,AutoGluon best (30m),0.264368,75.0,0.5846171076923077,372.5,0.036,,,0,1800.0
dresses-sales,1,AutoGluon best (4h),0.264368,75.0,0.5846171076923077,384.0,0.038,,,0,14400.0
dresses-sales,1,AutoGluon best (5m),0.264368,75.0,0.5846171076923077,275.7,0.038,,,0,300.0
dresses-sales,1,AutoGluon high (1h),0.313629,695.0,1.0,437.5,0.0006,,,0,3600.0
dresses-sales,1,AutoGluon high (4h),0.313629,695.0,1.0,447.5,0.0008,,,0,14400.0
dresses-sales,1,AutoGluon medium (1h),0.300493,501.0,0.9230805692307688,6.4,0.0006,,,0,3600.0
dresses-sales,1,AutoGluon medium (4h),0.300493,501.0,0.9230805692307688,6.3,0.0006,,,0,14400.0
dresses-sales,1,H2oautoml (1h),0.351396,984.5,1.0,3519.1,0.004,,,0,3600.0
dresses-sales,1,H2oautoml (4h),0.292282,357.5,0.8461498153846149,13456.8,0.004,,,0,14400.0
dresses-sales,1,RandomForest_1h8c_2023_08_21,0.4047619999999999,1183.5,1.0,5.2,0.004,,,0,
dresses-sales,1,RandomForest_4h8c_2023_08_21,0.396552,1170.5,1.0,5.0,0.004,,,0,
dresses-sales,1,TunedRandomForest_1h8c_2023_08_21,0.394089,1167.5,1.0,1483.6,0.004,,,0,
dresses-sales,1,TunedRandomForest_4h8c_2023_08_21,0.3883419999999999,1147.5,1.0,1458.5,0.004,,,0,
dresses-sales,1,Autosklearn2 (1h),0.256158,27.5,0.5076957230769232,3617.5,0.004,,,0,3600.0
dresses-sales,1,Autosklearn2 (4h),0.284072,240.5,0.7692284307692304,14410.0,0.008,,,0,14400.0
dresses-sales,1,Autosklearn (1h),0.325123,813.5,1.0,3646.8,0.0018,,,0,3600.0
dresses-sales,1,Autosklearn (4h),0.338259,898.5,1.0,14406.0,0.004,,,0,14400.0
dresses-sales,1,Flaml (1h),0.362069,1046.0,1.0,3600.0,0.0004,,,0,3600.0
dresses-sales,1,Flaml (4h),0.362069,1046.0,1.0,14400.1,0.0002,,,0,14400.0
dresses-sales,1,Lightautoml (1h),0.288998,321.5,0.815381261538461,1074.6,0.014,,,0,3600.0
dresses-sales,1,Lightautoml (4h),0.3037769999999999,559.5,0.9538491230769216,1205.8,0.0239999999999999,,,0,14400.0
dresses-sales,2,AutoGluon best (10m),0.395731,450.5,0.855423843373494,363.3,0.054,,,0,600.0
dresses-sales,2,AutoGluon best (1h),0.395731,450.5,0.855423843373494,377.3,0.062,,,0,3600.0
dresses-sales,2,AutoGluon best (24h),0.395731,450.5,0.855423843373494,370.0,0.054,,,0,86400.0
dresses-sales,2,AutoGluon best (30m),0.395731,450.5,0.855423843373494,405.6,0.06,,,0,1800.0
dresses-sales,2,AutoGluon best (4h),0.395731,450.5,0.855423843373494,382.6,0.062,,,0,14400.0
dresses-sales,2,AutoGluon best (5m),0.397373,465.5,0.8674717710843373,282.3,0.0339999999999999,,,0,300.0
dresses-sales,2,AutoGluon high (1h),0.3645319999999999,260.0,0.6265058795180717,370.7,0.0008,,,0,3600.0
dresses-sales,2,AutoGluon high (4h),0.3645319999999999,260.0,0.6265058795180717,357.5,0.0008,,,0,14400.0
dresses-sales,2,AutoGluon medium (1h),0.4022989999999999,505.0,0.9036155542168668,6.9,0.0006,,,0,3600.0
dresses-sales,2,AutoGluon medium (4h),0.4022989999999999,505.0,0.9036155542168668,7.1,0.0006,,,0,14400.0
dresses-sales,2,H2oautoml (1h),0.349754,147.5,0.5180745301204821,3472.0,0.004,,,0,3600.0
dresses-sales,2,H2oautoml (4h),0.410509,559.5,0.9638551927710844,13466.1,0.0059999999999999,,,0,14400.0
dresses-sales,2,RandomForest_1h8c_2023_08_21,0.446634,993.5,1.0,5.0,0.004,,,0,
dresses-sales,2,RandomForest_4h8c_2023_08_21,0.4515599999999999,1015.5,1.0,5.4,0.004,,,0,
dresses-sales,2,TunedRandomForest_1h8c_2023_08_21,0.4277499999999999,785.5,1.0,1398.1,0.004,,,0,
dresses-sales,2,TunedRandomForest_4h8c_2023_08_21,0.436782,911.5,1.0,1420.4,0.004,,,0,
dresses-sales,2,Autosklearn2 (1h),0.3464699999999999,129.5,0.4939786746987944,3605.1,0.0016,,,0,3600.0
dresses-sales,2,Autosklearn2 (4h),0.394089,435.5,0.8433759156626508,14402.1,0.008,,,0,14400.0
dresses-sales,2,Autosklearn (1h),0.283251,1.5,0.0301187831325299,3604.7,0.008,,,0,3600.0
dresses-sales,2,Autosklearn (4h),0.351396,158.5,0.5301224578313253,14409.0,0.004,,,0,14400.0
dresses-sales,2,Flaml (1h),0.5829230000000001,1229.0,1.0,3600.1,0.0004,,,0,3600.0
dresses-sales,2,Flaml (4h),0.5829230000000001,1229.0,1.0,14400.0,0.0002,,,0,14400.0
dresses-sales,2,Lightautoml (1h),0.348112,138.5,0.5060266024096385,1067.0,0.03,,,0,3600.0
dresses-sales,2,Lightautoml (4h),0.325123,21.5,0.3373482771084337,1156.4,0.0339999999999999,,,0,14400.0
fri_c0_500_5,0,AutoGluon best (10m),0.0527999999999999,253.0,0.6190476190476181,416.5,0.008,,,0,600.0
fri_c0_500_5,0,AutoGluon best (1h),0.0527999999999999,253.0,0.6190476190476181,407.5,0.008,,,0,3600.0
fri_c0_500_5,0,AutoGluon best (24h),0.0527999999999999,253.0,0.6190476190476181,390.4,0.008,,,0,86400.0
fri_c0_500_5,0,AutoGluon best (30m),0.0527999999999999,253.0,0.6190476190476181,377.6,0.0059999999999999,,,0,1800.0
fri_c0_500_5,0,AutoGluon best (4h),0.0527999999999999,253.0,0.6190476190476181,425.6,0.008,,,0,14400.0
fri_c0_500_5,0,AutoGluon best (5m),0.0544,280.5,0.6666666666666686,281.7,0.0059999999999999,,,0,300.0
fri_c0_500_5,0,AutoGluon high (1h),0.0544,280.5,0.6666666666666686,370.4,0.002,,,0,3600.0
fri_c0_500_5,0,AutoGluon high (4h),0.0544,280.5,0.6666666666666686,401.3,0.002,,,0,14400.0
fri_c0_500_5,0,AutoGluon medium (1h),0.0527999999999999,253.0,0.6190476190476181,6.9,0.0016,,,0,3600.0
fri_c0_500_5,0,AutoGluon medium (4h),0.0527999999999999,253.0,0.6190476190476181,6.7,0.0014,,,0,14400.0
fri_c0_500_5,0,H2oautoml (1h),0.056,311.0,0.7142857142857165,3476.2,0.0008,,,0,3600.0
fri_c0_500_5,0,H2oautoml (4h),0.0447999999999999,99.5,0.3809523809523792,12818.5,0.001,,,0,14400.0
fri_c0_500_5,0,RandomForest_1h8c_2023_08_21,0.0816,868.5,1.0,5.3,0.004,,,0,
fri_c0_500_5,0,RandomForest_4h8c_2023_08_21,0.0847999999999999,924.0,1.0,4.9,0.002,,,0,
fri_c0_500_5,0,TunedRandomForest_1h8c_2023_08_21,0.0664,625.5,1.0,605.4,0.004,,,0,
fri_c0_500_5,0,TunedRandomForest_4h8c_2023_08_21,0.0727999999999999,778.5,1.0,623.8,0.004,,,0,
fri_c0_500_5,0,Autosklearn2 (1h),0.0447999999999999,99.5,0.3809523809523792,3618.9,0.0014,,,0,3600.0
fri_c0_500_5,0,Autosklearn2 (4h),0.04,22.0,0.2380952380952388,14426.6,0.002,,,0,14400.0
fri_c0_500_5,0,Autosklearn (1h),0.0592,404.0,0.8095238095238121,3612.4,0.001,,,0,3600.0
fri_c0_500_5,0,Autosklearn (4h),0.0704,728.0,1.0,14405.0,0.002,,,0,14400.0
fri_c0_500_5,0,Flaml (1h),0.0607999999999999,466.0,0.857142857142857,3600.0,7.999999999999999e-05,,,0,3600.0
fri_c0_500_5,0,Flaml (4h),0.0607999999999999,466.0,0.857142857142857,14400.0,0.0001,,,0,14400.0
fri_c0_500_5,0,Lightautoml (1h),0.0624,517.5,0.9047619047619077,1642.2,0.0059999999999999,,,0,3600.0
fri_c0_500_5,0,Lightautoml (4h),0.0624,517.5,0.9047619047619077,1767.8,0.0059999999999999,,,0,14400.0
fri_c0_500_5,1,AutoGluon best (10m),0.0672,257.5,0.5555555555555554,370.4,0.01,,,0,600.0
fri_c0_500_5,1,AutoGluon best (1h),0.0672,257.5,0.5555555555555554,371.9,0.01,,,0,3600.0
fri_c0_500_5,1,AutoGluon best (24h),0.0672,257.5,0.5555555555555554,362.6,0.01,,,0,86400.0
fri_c0_500_5,1,AutoGluon best (30m),0.0672,257.5,0.5555555555555554,370.0,0.01,,,0,1800.0
fri_c0_500_5,1,AutoGluon best (4h),0.0672,257.5,0.5555555555555554,382.5,0.01,,,0,14400.0
fri_c0_500_5,1,AutoGluon best (5m),0.0672,257.5,0.5555555555555554,276.6,0.016,,,0,300.0
fri_c0_500_5,1,AutoGluon high (1h),0.0639999999999999,165.5,0.4814814814814792,398.3,0.001,,,0,3600.0
fri_c0_500_5,1,AutoGluon high (4h),0.0639999999999999,165.5,0.4814814814814792,373.9,0.0008,,,0,14400.0
fri_c0_500_5,1,AutoGluon medium (1h),0.0767999999999999,482.0,0.7777777777777752,6.3,0.002,,,0,3600.0
fri_c0_500_5,1,AutoGluon medium (4h),0.0767999999999999,482.0,0.7777777777777752,6.1,0.002,,,0,14400.0
fri_c0_500_5,1,H2oautoml (1h),0.0784,502.0,0.8148148148148147,3480.5,0.004,,,0,3600.0
fri_c0_500_5,1,H2oautoml (4h),0.0847999999999999,582.5,0.9629629629629606,12929.4,0.0008,,,0,14400.0
fri_c0_500_5,1,RandomForest_1h8c_2023_08_21,0.0639999999999999,165.5,0.4814814814814792,5.3,0.004,,,0,
fri_c0_500_5,1,RandomForest_4h8c_2023_08_21,0.0639999999999999,165.5,0.4814814814814792,4.8,0.002,,,0,
fri_c0_500_5,1,TunedRandomForest_1h8c_2023_08_21,0.0784,502.0,0.8148148148148147,606.2,0.004,,,0,
fri_c0_500_5,1,TunedRandomForest_4h8c_2023_08_21,0.0752,447.5,0.7407407407407407,566.2,0.004,,,0,
fri_c0_500_5,1,Autosklearn2 (1h),0.0719999999999999,373.5,0.6666666666666642,3596.2,0.0016,,,0,3600.0
fri_c0_500_5,1,Autosklearn2 (4h),0.0672,257.5,0.5555555555555554,14400.3,0.002,,,0,14400.0
fri_c0_500_5,1,Autosklearn (1h),0.0847999999999999,582.5,0.9629629629629606,3623.8,0.0119999999999999,,,0,3600.0
fri_c0_500_5,1,Autosklearn (4h),0.0544,12.0,0.2592592592592591,14410.6,0.0004,,,0,14400.0
fri_c0_500_5,1,Flaml (1h),0.0928,702.5,1.0,3600.1,0.0001599999999999,,,0,3600.0
fri_c0_500_5,1,Flaml (4h),0.1039999999999999,832.0,1.0,14400.1,0.0004,,,0,14400.0
fri_c0_500_5,1,Lightautoml (1h),0.0944,719.5,1.0,1997.1,0.004,,,0,3600.0
fri_c0_500_5,1,Lightautoml (4h),0.0911999999999999,679.5,1.0,1904.7,0.008,,,0,14400.0
fri_c0_500_5,2,AutoGluon best (10m),0.032,631.0,1.0,364.5,0.0059999999999999,,,0,600.0
fri_c0_500_5,2,AutoGluon best (1h),0.032,631.0,1.0,357.3,0.0059999999999999,,,0,3600.0
fri_c0_500_5,2,AutoGluon best (24h),0.032,631.0,1.0,394.2,0.0059999999999999,,,0,86400.0
fri_c0_500_5,2,AutoGluon best (30m),0.032,631.0,1.0,381.5,0.0059999999999999,,,0,1800.0
fri_c0_500_5,2,AutoGluon best (4h),0.032,631.0,1.0,391.2,0.0059999999999999,,,0,14400.0
fri_c0_500_5,2,AutoGluon best (5m),0.0272,294.5,0.6666666666666689,290.5,0.014,,,0,300.0
fri_c0_500_5,2,AutoGluon high (1h),0.0335999999999999,736.0,1.0,360.7,0.00012,,,0,3600.0
fri_c0_500_5,2,AutoGluon high (4h),0.0335999999999999,736.0,1.0,364.9,0.00012,,,0,14400.0
fri_c0_500_5,2,AutoGluon medium (1h),0.0383999999999999,863.5,1.0,5.8,0.0008,,,0,3600.0
fri_c0_500_5,2,AutoGluon medium (4h),0.0383999999999999,863.5,1.0,5.7,0.0008,,,0,14400.0
fri_c0_500_5,2,H2oautoml (1h),0.032,631.0,1.0,3438.4,0.0008,,,0,3600.0
fri_c0_500_5,2,H2oautoml (4h),0.0368,830.0,1.0,12784.1,0.004,,,0,14400.0
fri_c0_500_5,2,RandomForest_1h8c_2023_08_21,0.0288,425.5,0.7777777777777792,5.0,0.004,,,0,
fri_c0_500_5,2,RandomForest_4h8c_2023_08_21,0.0303999999999999,536.5,0.8888888888888826,5.0,0.004,,,0,
fri_c0_500_5,2,TunedRandomForest_1h8c_2023_08_21,0.0175999999999999,1.5,0.0,602.9,0.004,,,0,
fri_c0_500_5,2,TunedRandomForest_4h8c_2023_08_21,0.024,87.0,0.4444444444444483,621.8,0.004,,,0,
fri_c0_500_5,2,Autosklearn2 (1h),0.024,87.0,0.4444444444444483,3602.4,0.004,,,0,3600.0
fri_c0_500_5,2,Autosklearn2 (4h),0.0272,294.5,0.6666666666666689,14401.3,0.004,,,0,14400.0
fri_c0_500_5,2,Autosklearn (1h),0.0736,1151.0,1.0,3619.7,0.004,,,0,3600.0
fri_c0_500_5,2,Autosklearn (4h),0.0512,1048.5,1.0,14453.9,0.0008,,,0,14400.0
fri_c0_500_5,2,Flaml (1h),0.04,894.0,1.0,3600.1,0.00012,,,0,3600.0
fri_c0_500_5,2,Flaml (4h),0.0303999999999999,536.5,0.8888888888888826,14400.1,0.0004,,,0,14400.0
fri_c0_500_5,2,Lightautoml (1h),0.0335999999999999,736.0,1.0,1801.8,0.0119999999999999,,,0,3600.0
fri_c0_500_5,2,Lightautoml (4h),0.0303999999999999,536.5,0.8888888888888826,1761.5,0.008,,,0,14400.0
fri_c2_500_50,0,AutoGluon best (10m),0.0633329999999999,386.5,0.8055499999999998,570.1,0.0059999999999999,,,0,600.0
fri_c2_500_50,0,AutoGluon best (1h),0.056667,224.5,0.6944500000000012,710.2,0.002,,,0,3600.0
fri_c2_500_50,0,AutoGluon best (24h),0.056667,224.5,0.6944500000000012,757.9,0.002,,,0,86400.0
fri_c2_500_50,0,AutoGluon best (30m),0.056667,224.5,0.6944500000000012,700.8,0.002,,,0,1800.0
fri_c2_500_50,0,AutoGluon best (4h),0.056667,224.5,0.6944500000000012,649.2,0.002,,,0,14400.0
fri_c2_500_50,0,AutoGluon best (5m),0.056667,224.5,0.6944500000000012,260.3,0.001,,,0,300.0
fri_c2_500_50,0,AutoGluon high (1h),0.06,322.0,0.7500000000000012,732.0,7.999999999999999e-05,,,0,3600.0
fri_c2_500_50,0,AutoGluon high (4h),0.06,322.0,0.7500000000000012,651.5,0.00012,,,0,14400.0
fri_c2_500_50,0,AutoGluon medium (1h),0.061667,385.0,0.7777833333333346,7.5,0.0008,,,0,3600.0
fri_c2_500_50,0,AutoGluon medium (4h),0.061667,385.0,0.7777833333333346,8.7,0.0008,,,0,14400.0
fri_c2_500_50,0,H2oautoml (1h),0.0699999999999999,538.5,0.9166666666666664,3562.8,0.0006,,,0,3600.0
fri_c2_500_50,0,H2oautoml (4h),0.0733329999999999,578.0,0.9722166666666666,13428.3,0.001,,,0,14400.0
fri_c2_500_50,0,RandomForest_1h8c_2023_08_21,0.1149999999999999,814.0,1.0,5.2,0.004,,,0,
fri_c2_500_50,0,RandomForest_4h8c_2023_08_21,0.1099999999999999,800.5,1.0,5.1,0.004,,,0,
fri_c2_500_50,0,TunedRandomForest_1h8c_2023_08_21,0.089167,723.5,1.0,1335.5,0.004,,,0,
fri_c2_500_50,0,TunedRandomForest_4h8c_2023_08_21,0.0849999999999999,708.5,1.0,1417.4,0.004,,,0,
fri_c2_500_50,0,Autosklearn2 (1h),0.06,322.0,0.7500000000000012,3602.2,0.0059999999999999,,,0,3600.0
fri_c2_500_50,0,Autosklearn2 (4h),0.0733329999999999,578.0,0.9722166666666666,14419.2,0.0059999999999999,,,0,14400.0
fri_c2_500_50,0,Autosklearn (1h),0.02,1.5,0.0833333333333334,3600.5,0.004,,,0,3600.0
fri_c2_500_50,0,Autosklearn (4h),0.015,0.5,0.0,14431.2,0.002,,,0,14400.0
fri_c2_500_50,0,Flaml (1h),0.0583329999999999,227.5,0.7222166666666662,3600.1,0.0001799999999999,,,0,3600.0
fri_c2_500_50,0,Flaml (4h),0.0849999999999999,708.5,1.0,14400.1,0.00014,,,0,14400.0
fri_c2_500_50,0,Lightautoml (1h),0.055,141.0,0.6666666666666677,2440.4,0.01,,,0,3600.0
fri_c2_500_50,0,Lightautoml (4h),0.055,141.0,0.6666666666666677,2613.9,0.016,,,0,14400.0
fri_c2_500_50,1,AutoGluon best (10m),0.01,9.5,0.125000000000014,575.9,0.002,,,0,600.0
fri_c2_500_50,1,AutoGluon best (1h),0.013333,71.0,0.3749750000000071,827.8,0.002,,,0,3600.0
fri_c2_500_50,1,AutoGluon best (24h),0.013333,71.0,0.3749750000000071,739.8,0.002,,,0,86400.0
fri_c2_500_50,1,AutoGluon best (30m),0.013333,71.0,0.3749750000000071,700.3,0.002,,,0,1800.0
fri_c2_500_50,1,AutoGluon best (4h),0.013333,71.0,0.3749750000000071,704.4,0.002,,,0,14400.0
fri_c2_500_50,1,AutoGluon best (5m),0.015,213.0,0.5000000000000037,265.7,0.0012,,,0,300.0
fri_c2_500_50,1,AutoGluon high (1h),0.015,213.0,0.5000000000000037,781.3,0.0001,,,0,3600.0
fri_c2_500_50,1,AutoGluon high (4h),0.015,213.0,0.5000000000000037,708.8,0.00012,,,0,14400.0
fri_c2_500_50,1,AutoGluon medium (1h),0.015,213.0,0.5000000000000037,7.6,0.0008,,,0,3600.0
fri_c2_500_50,1,AutoGluon medium (4h),0.015,213.0,0.5000000000000037,7.7,0.0008,,,0,14400.0
fri_c2_500_50,1,H2oautoml (1h),0.028333,744.5,1.0,3545.6,0.0008,,,0,3600.0
fri_c2_500_50,1,H2oautoml (4h),0.023333,627.0,1.0,13449.8,0.001,,,0,14400.0
fri_c2_500_50,1,RandomForest_1h8c_2023_08_21,0.0158329999999999,276.5,0.5624749999999945,5.1,0.004,,,0,
fri_c2_500_50,1,RandomForest_4h8c_2023_08_21,0.0166669999999999,379.5,0.6250249999999928,5.2,0.004,,,0,
fri_c2_500_50,1,TunedRandomForest_1h8c_2023_08_21,0.018333,380.5,0.7499749999999968,1462.4,0.004,,,0,
fri_c2_500_50,1,TunedRandomForest_4h8c_2023_08_21,0.02,504.0,0.8749999999999936,1377.1,0.002,,,0,
fri_c2_500_50,1,Autosklearn2 (1h),0.025,690.0,1.0,3603.2,0.0059999999999999,,,0,3600.0
