dataset,fold,method,test_error,rank,normalized-error,time fit (s),time infer (s),config_selected,portfolio_name,seed,fit budget
Australian,0,Portfolio-N2 metalearning (ensemble),0.0509337860780985,633.0000000000001,1.0,3.9004158973693848,0.0001292297805564,['CatBoost_r84_BAG_L1'],,0,
Australian,1,Portfolio-N2 metalearning (ensemble),0.0764006791171477,317.00000000000006,0.7222222222222252,2.0680532455444336,0.0001185078551803,['CatBoost_r84_BAG_L1'],,0,
Australian,2,Portfolio-N2 metalearning (ensemble),0.0687606112054329,177.00000000008924,0.5600000000000052,2.6616225242614746,0.0001290604688119,['CatBoost_r84_BAG_L1'],,0,
Australian,0,Portfolio-N3 metalearning (ensemble),0.0517826825127334,660.0,1.0,3.4126670360565186,0.0001205395961153,['CatBoost_r60_BAG_L1'],,0,
Australian,1,Portfolio-N3 metalearning (ensemble),0.0772495755517826,334.3181818181818,0.7777777777777775,1.9978868961334229,0.0001248553179312,['CatBoost_r60_BAG_L1'],,0,
Australian,2,Portfolio-N3 metalearning (ensemble),0.0687606112054329,177.00000000008924,0.5600000000000052,1.847471714019776,0.0001165383103964,['CatBoost_r60_BAG_L1'],,0,
MIP-2016-regression,0,Portfolio-N2 metalearning (ensemble),17042.495652918886,38.5,0.195831812347866,5.150728702545166,0.0006123967126968,['LightGBM_r133_BAG_L1'],,0,
MIP-2016-regression,1,Portfolio-N2 metalearning (ensemble),21802.36130028584,246.49999999999665,0.4163790341529937,38.90046119689941,0.0006854140430415,['LightGBM_r133_BAG_L1'],,0,
MIP-2016-regression,2,Portfolio-N2 metalearning (ensemble),20208.47766431288,499.5,0.8459182660817499,7.898936748504639,0.0002895385847179,['LightGBM_r133_BAG_L1'],,0,
MIP-2016-regression,0,Portfolio-N3 metalearning (ensemble),17953.31300902583,174.04198861520993,0.479064682560752,142.1851851940155,0.0054911845320954,"['XGBoost_r139_BAG_L1', 'XGBoost_r58_BAG_L1', 'LightGBM_r195_BAG_L1']",Portfolio-9-PS3-ES20-S0,0,
MIP-2016-regression,1,Portfolio-N3 metalearning (ensemble),21487.70577124655,191.28979943722928,0.339291104464329,128.08210706710815,0.0096174139495288,"['XGBoost_r139_BAG_L1', 'XGBoost_r58_BAG_L1', 'LightGBM_r195_BAG_L1']",Portfolio-9-PS3-ES20-S0,0,
MIP-2016-regression,2,Portfolio-N3 metalearning (ensemble),19751.40619800368,285.4469579376495,0.6431249935157334,56.9126718044281,0.0052785982779405,"['XGBoost_r139_BAG_L1', 'XGBoost_r58_BAG_L1', 'LightGBM_r195_BAG_L1']",Portfolio-9-PS3-ES20-S0,0,
Moneyball,0,Portfolio-N2 metalearning (ensemble),20.525161787843118,301.4999999999997,0.722531274977248,0.8301186561584473,0.0005170412651904,['LightGBM_r139_BAG_L1'],,0,
Moneyball,1,Portfolio-N2 metalearning (ensemble),23.079866606491077,392.4999999999985,0.6160347642133305,0.8238539695739746,0.0004701064778612,['LightGBM_r139_BAG_L1'],,0,
Moneyball,2,Portfolio-N2 metalearning (ensemble),21.240073874820844,89.5,0.5261383457460604,0.7429983615875244,0.0004727770755817,['LightGBM_r139_BAG_L1'],,0,
Moneyball,0,Portfolio-N3 metalearning (ensemble),20.293108602471737,211.5,0.5992455302729566,55.83787131309509,0.000184987272535,['CatBoost_r78_BAG_L1'],,0,
Moneyball,1,Portfolio-N3 metalearning (ensemble),22.438534358644464,79.5,0.4282457861166969,34.796987771987915,0.0001533561712735,['CatBoost_r78_BAG_L1'],,0,
Moneyball,2,Portfolio-N3 metalearning (ensemble),21.376389251530465,134.5,0.5748890393447251,26.772839784622192,0.0001039094739146,['CatBoost_r78_BAG_L1'],,0,
arcene,0,Portfolio-N2 metalearning (ensemble),0.2083333333333333,715.0,1.0,91.41101026535034,0.1278755903244018,['XGBoost_r120_BAG_L1'],,0,
arcene,1,Portfolio-N2 metalearning (ensemble),0.0,376.0,0.0,93.7329318523407,0.1259223461151123,['XGBoost_r120_BAG_L1'],,0,
arcene,2,Portfolio-N2 metalearning (ensemble),0.0416666666666666,1015.0000000000416,1.0,96.4838364124298,0.125797963142395,['XGBoost_r120_BAG_L1'],,0,
arcene,0,Portfolio-N3 metalearning (ensemble),0.2083333333333333,715.0,1.0,5.047002553939819,0.0035286426544189,['ExtraTrees_r19_BAG_L1'],,0,
arcene,1,Portfolio-N3 metalearning (ensemble),0.0,376.0,0.0,5.147787094116211,0.0041098594665527,['ExtraTrees_r19_BAG_L1'],,0,
arcene,2,Portfolio-N3 metalearning (ensemble),0.0,392.0,0.0,5.204453229904175,0.0044891357421875,['ExtraTrees_r19_BAG_L1'],,0,
arsenic-female-bladder,0,Portfolio-N2 metalearning (ensemble),0.1979166666666666,637.125,1.0,3.824992418289185,0.0008300421276331,['NeuralNetTorch_r37_BAG_L1'],,0,
arsenic-female-bladder,1,Portfolio-N2 metalearning (ensemble),0.203125,1043.5,1.0,5.43307089805603,0.0010953904904278,['NeuralNetTorch_r37_BAG_L1'],,0,
arsenic-female-bladder,2,Portfolio-N2 metalearning (ensemble),0.1354166666666666,23.125,0.2456140350877202,3.4955055713653564,0.0009159410575634,['NeuralNetTorch_r37_BAG_L1'],,0,
arsenic-female-bladder,0,Portfolio-N3 metalearning (ensemble),0.15625,28.0,0.3181818181818187,9.547691345214844,0.0041652919994483,"['LightGBM_r39_BAG_L1', 'NeuralNetTorch_r119_BAG_L1', 'NeuralNetTorch_r140_BAG_L1']",Portfolio-6-PS3-ES20-S0,0,
arsenic-female-bladder,1,Portfolio-N3 metalearning (ensemble),0.1666666666666666,958.125,1.0,9.364157676696776,0.0031202978226279,"['LightGBM_r39_BAG_L1', 'NeuralNetTorch_r119_BAG_L1', 'NeuralNetTorch_r140_BAG_L1']",Portfolio-6-PS3-ES20-S0,0,
arsenic-female-bladder,2,Portfolio-N3 metalearning (ensemble),0.1614583333333333,131.375,0.4210526315789485,10.50355863571167,0.002657185726814,"['LightGBM_r39_BAG_L1', 'NeuralNetTorch_r119_BAG_L1', 'NeuralNetTorch_r140_BAG_L1']",Portfolio-6-PS3-ES20-S0,0,
autoUniv-au7-700,0,Portfolio-N2 metalearning (ensemble),1.081023335456848,1058.0000782749214,1.0,3.721612215042114,0.0008404629571097,['NeuralNetTorch_r78_BAG_L1'],,0,
autoUniv-au7-700,1,Portfolio-N2 metalearning (ensemble),1.0254863500595093,1088.4999548054395,1.0,3.9386332035064697,0.0007223946707589,['NeuralNetTorch_r78_BAG_L1'],,0,
autoUniv-au7-700,2,Portfolio-N2 metalearning (ensemble),1.0597423315048218,1094.4950785879903,1.0,3.490655899047852,0.0007159164973667,['NeuralNetTorch_r78_BAG_L1'],,0,
autoUniv-au7-700,0,Portfolio-N3 metalearning (ensemble),0.8954434394836426,59.16548940542968,0.3283271838305666,4.309321403503417,0.0009679215294973,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
autoUniv-au7-700,1,Portfolio-N3 metalearning (ensemble),0.847378671169281,56.2121332946437,0.3536702464661834,4.788208484649658,0.0010243926729474,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
autoUniv-au7-700,2,Portfolio-N3 metalearning (ensemble),0.9207334518432616,21.451230463042467,0.3254829757996498,4.881628036499023,0.0010443483080182,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
balance-scale,0,Portfolio-N2 metalearning (ensemble),0.1887729465961456,469.00494243479625,0.8539318729448955,2.740097761154175,0.0002147331237792,['CatBoost_r190_BAG_L1'],,0,
balance-scale,1,Portfolio-N2 metalearning (ensemble),0.3120867609977722,515.4999814508521,0.8433040823101621,2.071685314178467,0.0001770591735839,['CatBoost_r190_BAG_L1'],,0,
balance-scale,2,Portfolio-N2 metalearning (ensemble),0.2858218252658844,522.4999718114293,0.9115582900309912,1.926405429840088,0.0001847114562988,['CatBoost_r190_BAG_L1'],,0,
balance-scale,0,Portfolio-N3 metalearning (ensemble),0.1864253282546997,454.0000196617933,0.8432413029422224,4.913045167922974,0.0001037559509277,['CatBoost_r148_BAG_L1'],,0,
balance-scale,1,Portfolio-N3 metalearning (ensemble),0.302512913942337,480.000042557708,0.8173942708889319,5.990759372711182,0.0001081466674804,['CatBoost_r148_BAG_L1'],,0,
balance-scale,2,Portfolio-N3 metalearning (ensemble),0.2842004597187042,512.0000727460889,0.9063215021037244,3.143131971359253,0.0001796722412109,['CatBoost_r148_BAG_L1'],,0,
blood-transfusion-service-center,0,Portfolio-N2 metalearning (ensemble),0.2324561403508771,102.16666666666669,0.6491228070175428,0.5319247245788574,0.0002024996089425,['LightGBM_r28_BAG_L1'],,0,
blood-transfusion-service-center,1,Portfolio-N2 metalearning (ensemble),0.1301169590643275,123.00000000000004,0.3888888888888908,0.9342994689941406,0.0002601981800507,['LightGBM_r28_BAG_L1'],,0,
blood-transfusion-service-center,2,Portfolio-N2 metalearning (ensemble),0.3148148148148147,461.1666666666667,0.8833331233329557,0.8264684677124023,0.0003239050268489,['LightGBM_r28_BAG_L1'],,0,
blood-transfusion-service-center,0,Portfolio-N3 metalearning (ensemble),0.2714424951267057,924.5,1.0,7.372086763381958,0.0015199248166007,"['NeuralNetTorch_r67_BAG_L1', 'NeuralNetTorch_r111_BAG_L1', 'XGBoost_r117_BAG_L1']",Portfolio-0-PS3-ES20-S0,0,
blood-transfusion-service-center,1,Portfolio-N3 metalearning (ensemble),0.1466861598440545,483.1666666666667,0.861111111111111,7.452177286148071,0.0011751677263229,"['NeuralNetTorch_r67_BAG_L1', 'NeuralNetTorch_r111_BAG_L1', 'XGBoost_r117_BAG_L1']",Portfolio-0-PS3-ES20-S0,0,
blood-transfusion-service-center,2,Portfolio-N3 metalearning (ensemble),0.3099415204678363,298.0,0.7999996399993536,8.047316789627075,0.0017382722487423,"['NeuralNetTorch_r67_BAG_L1', 'NeuralNetTorch_r111_BAG_L1', 'XGBoost_r117_BAG_L1']",Portfolio-0-PS3-ES20-S0,0,
boston,0,Portfolio-N2 metalearning (ensemble),2.0656293645402,663.5,1.0,0.2438385486602783,0.000555194884892,['ExtraTrees_r82_BAG_L1'],,0,
boston,1,Portfolio-N2 metalearning (ensemble),3.629123632386839,857.5,1.0,0.2441256046295166,0.000795474636696,['ExtraTrees_r82_BAG_L1'],,0,
boston,2,Portfolio-N2 metalearning (ensemble),2.5496521126088543,813.5,1.0,0.2619755268096924,0.0008122393265072,['ExtraTrees_r82_BAG_L1'],,0,
boston,0,Portfolio-N3 metalearning (ensemble),1.9922539147782237,562.4999999999994,0.9272807222093166,0.2462995052337646,0.0006800772173131,['ExtraTrees_r85_BAG_L1'],,0,
boston,1,Portfolio-N3 metalearning (ensemble),3.269564246956845,699.0,1.0,0.2381393909454345,0.000690763646906,['ExtraTrees_r85_BAG_L1'],,0,
boston,2,Portfolio-N3 metalearning (ensemble),2.484940746861521,704.4999999999997,1.0,0.2593183517456054,0.0007183466975396,['ExtraTrees_r85_BAG_L1'],,0,
boston_corrected,0,Portfolio-N2 metalearning (ensemble),0.0263975155279503,281.3333333333333,0.8333308888530406,3.441123008728028,0.0001729005881448,['CatBoost_r91_BAG_L1'],,0,
boston_corrected,1,Portfolio-N2 metalearning (ensemble),0.062111801242236,932.0000000000698,1.0,3.835227251052856,0.0001826870582791,['CatBoost_r91_BAG_L1'],,0,
boston_corrected,2,Portfolio-N2 metalearning (ensemble),0.0155279503105589,409.1329479768786,0.9999999999999716,3.9465503692626953,0.0001768585250311,['CatBoost_r91_BAG_L1'],,0,
boston_corrected,0,Portfolio-N3 metalearning (ensemble),0.029503105590062,521.4568965517242,0.9444436296176816,5.233361721038818,0.0001823525183756,['CatBoost_r178_BAG_L1'],,0,
boston_corrected,1,Portfolio-N3 metalearning (ensemble),0.0574534161490682,328.3255813953488,0.8999999999999944,4.434216499328613,0.000174676947914,['CatBoost_r178_BAG_L1'],,0,
boston_corrected,2,Portfolio-N3 metalearning (ensemble),0.0155279503105589,409.1329479768786,0.9999999999999716,5.104881048202515,0.0001898631748003,['CatBoost_r178_BAG_L1'],,0,
climate-model-simulation-crashes,0,Portfolio-N2 metalearning (ensemble),0.1925,171.25,0.8541666666666675,3.2903735637664795,0.0005620276486432,['NeuralNetTorch_r37_BAG_L1'],,0,
climate-model-simulation-crashes,1,Portfolio-N2 metalearning (ensemble),0.02,506.0,0.6666666666666677,4.194456338882446,0.0003008754165084,['NeuralNetTorch_r37_BAG_L1'],,0,
climate-model-simulation-crashes,2,Portfolio-N2 metalearning (ensemble),0.0899999999999999,464.0,0.7272727272727281,4.733378648757935,0.0005497535069783,['NeuralNetTorch_r37_BAG_L1'],,0,
climate-model-simulation-crashes,0,Portfolio-N3 metalearning (ensemble),0.2099999999999999,710.0,1.0,3.7770800590515137,0.0007872184117634,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
climate-model-simulation-crashes,1,Portfolio-N3 metalearning (ensemble),0.015,198.0,0.3333333333333342,3.8232967853546143,0.0006429486804538,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
climate-model-simulation-crashes,2,Portfolio-N3 metalearning (ensemble),0.0799999999999999,255.0,0.5454545454545457,4.0928802490234375,0.0006881819830999,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
cylinder-bands,0,Portfolio-N2 metalearning (ensemble),0.0631136044880785,249.0000000000877,0.6086956521739182,4.889008760452271,0.0004082432499638,['CatBoost_r122_BAG_L1'],,0,
cylinder-bands,1,Portfolio-N2 metalearning (ensemble),0.0462833099579242,235.5,0.4814814814814829,5.337841749191284,0.0003486650961416,['CatBoost_r122_BAG_L1'],,0,
cylinder-bands,2,Portfolio-N2 metalearning (ensemble),0.0210378681626928,152.0000000000658,0.411764705882357,3.15100622177124,0.0003187259038289,['CatBoost_r122_BAG_L1'],,0,
cylinder-bands,0,Portfolio-N3 metalearning (ensemble),0.0631136044880785,249.0000000000877,0.6086956521739182,5.847718238830566,0.000311533610026,['CatBoost_r137_BAG_L1'],,0,
cylinder-bands,1,Portfolio-N3 metalearning (ensemble),0.0518934081346423,327.00000000000006,0.5802469135802486,7.558968305587768,0.0003376051231666,['CatBoost_r137_BAG_L1'],,0,
cylinder-bands,2,Portfolio-N3 metalearning (ensemble),0.0280504908835904,378.00000000000006,0.7058823529411828,4.550726890563965,0.0003424220614963,['CatBoost_r137_BAG_L1'],,0,
diabetes,0,Portfolio-N2 metalearning (ensemble),0.0962962962962963,776.3214285714286,1.0,0.4165725708007812,0.0001166419436534,['LightGBM_r139_BAG_L1'],,0,
diabetes,1,Portfolio-N2 metalearning (ensemble),0.214074074074074,104.21428571428572,0.5384615384615383,0.5901007652282715,0.0001186908533175,['LightGBM_r139_BAG_L1'],,0,
diabetes,2,Portfolio-N2 metalearning (ensemble),0.1259259259259258,275.2142857142857,0.6410256410256396,0.5707879066467285,0.0001060341795285,['LightGBM_r139_BAG_L1'],,0,
diabetes,0,Portfolio-N3 metalearning (ensemble),0.0999999999999999,967.375,1.0,0.3712174892425537,5.115134020646354e-05,['LightGBM_r182_BAG_L1'],,0,
diabetes,1,Portfolio-N3 metalearning (ensemble),0.2229629629629629,374.125,0.7692307692307685,0.4762017726898193,5.229376256465885e-05,['LightGBM_r182_BAG_L1'],,0,
diabetes,2,Portfolio-N3 metalearning (ensemble),0.1192592592592592,93.00000000000006,0.4102564102564113,0.5533545017242432,5.375593900680468e-05,['LightGBM_r182_BAG_L1'],,0,
dresses-sales,0,Portfolio-N2 metalearning (ensemble),0.4417077175697865,340.0000000000983,0.8225806451612909,1.7918734550476074,0.0002338314056396,['CatBoost_r95_BAG_L1'],,0,
dresses-sales,1,Portfolio-N2 metalearning (ensemble),0.2955665024630541,426.25,0.8769230769230763,1.834243535995484,0.0002071571350097,['CatBoost_r95_BAG_L1'],,0,
dresses-sales,2,Portfolio-N2 metalearning (ensemble),0.3119868637110016,6.5,0.2409638554216864,1.711888074874878,0.0002136707305908,['CatBoost_r95_BAG_L1'],,0,
dresses-sales,0,Portfolio-N3 metalearning (ensemble),0.4236453201970444,115.0,0.6451612903225814,4.099543571472168,0.0021146583557128,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
dresses-sales,1,Portfolio-N3 metalearning (ensemble),0.2889983579638752,329.0,0.8153846153846148,5.943420886993408,0.0024371862411498,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
dresses-sales,2,Portfolio-N3 metalearning (ensemble),0.3399014778325123,80.00000000000001,0.4457831325301207,4.162626504898071,0.0023035192489623,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c0_500_5,0,Portfolio-N2 metalearning (ensemble),0.0447999999999999,116.0,0.3809523809523806,8.634558916091919,0.0016529703140258,"['LightGBM_r70_BAG_L1', 'NeuralNetTorch_r112_BAG_L1']",Portfolio-1-PS2-ES20-S0,0,
fri_c0_500_5,1,Portfolio-N2 metalearning (ensemble),0.0959999999999999,751.0,1.0,8.241618633270262,0.0015453147888183,"['LightGBM_r70_BAG_L1', 'NeuralNetTorch_r112_BAG_L1']",Portfolio-1-PS2-ES20-S0,0,
fri_c0_500_5,2,Portfolio-N2 metalearning (ensemble),0.0255999999999999,224.00000000000003,0.5555555555555556,9.236946821212769,0.0021098089218139,"['LightGBM_r70_BAG_L1', 'NeuralNetTorch_r112_BAG_L1']",Portfolio-1-PS2-ES20-S0,0,
fri_c0_500_5,0,Portfolio-N3 metalearning (ensemble),0.048,188.0,0.4761904761904789,1.985543966293335,0.0036485338211059,['LightGBM_r52_BAG_L1'],,0,
fri_c0_500_5,1,Portfolio-N3 metalearning (ensemble),0.1071999999999999,875.2857142857143,1.0,1.8109591007232664,0.003107681274414,['LightGBM_r52_BAG_L1'],,0,
fri_c0_500_5,2,Portfolio-N3 metalearning (ensemble),0.0255999999999999,224.00000000000003,0.5555555555555556,2.072473526000977,0.0036004114151,['LightGBM_r52_BAG_L1'],,0,
fri_c2_500_50,0,Portfolio-N2 metalearning (ensemble),0.06,349.0,0.7500000000000021,15.029485702514648,0.0001960277557373,['CatBoost_r21_BAG_L1'],,0,
fri_c2_500_50,1,Portfolio-N2 metalearning (ensemble),0.0183333333333333,463.280701754386,0.7499999999999953,22.9073543548584,0.0002117776870727,['CatBoost_r21_BAG_L1'],,0,
fri_c2_500_50,2,Portfolio-N2 metalearning (ensemble),0.0466666666666666,433.1785714285714,0.7777777777777776,43.36353850364685,0.0002179479598999,['CatBoost_r21_BAG_L1'],,0,
fri_c2_500_50,0,Portfolio-N3 metalearning (ensemble),0.0533333333333333,111.23863636363636,0.6388888888888902,4.485893487930298,0.0012083053588866,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c2_500_50,1,Portfolio-N3 metalearning (ensemble),0.0233333333333333,652.2931034482758,1.0,4.1789867877960205,0.0011639308929442,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c2_500_50,2,Portfolio-N3 metalearning (ensemble),0.0283333333333333,28.30172413793104,0.3703703703703687,5.130673646926878,0.0003571033477783,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c3_500_10,0,Portfolio-N2 metalearning (ensemble),0.0772946859903381,723.0000000001105,1.0,0.3114936351776123,0.0008405590057373,['ExtraTrees_r149_BAG_L1'],,0,
fri_c3_500_10,1,Portfolio-N2 metalearning (ensemble),0.0080515297906602,39.40434782608696,0.1538428343065049,0.3064806461334228,0.0007828140258789,['ExtraTrees_r149_BAG_L1'],,0,
fri_c3_500_10,2,Portfolio-N2 metalearning (ensemble),0.0064412238325282,217.0,0.333333333333348,0.3033194541931152,0.0007969617843627,['ExtraTrees_r149_BAG_L1'],,0,
fri_c3_500_10,0,Portfolio-N3 metalearning (ensemble),0.0708534621578099,593.0,0.9642857142857144,9.168629169464111,0.0101475620269774,"['XGBoost_r38_BAG_L1', 'NeuralNetTorch_r54_BAG_L1', 'RandomForest_r119_BAG_L1']",Portfolio-7-PS3-ES20-S0,0,
fri_c3_500_10,1,Portfolio-N3 metalearning (ensemble),0.0177133655394524,318.4122807017544,0.6153831065029525,8.518903017044067,0.01129346370697,"['XGBoost_r38_BAG_L1', 'NeuralNetTorch_r54_BAG_L1', 'RandomForest_r119_BAG_L1']",Portfolio-7-PS3-ES20-S0,0,
fri_c3_500_10,2,Portfolio-N3 metalearning (ensemble),0.0112721417069243,559.0,0.8333333333333384,9.355267524719238,0.0132716226577757,"['XGBoost_r38_BAG_L1', 'NeuralNetTorch_r54_BAG_L1', 'RandomForest_r119_BAG_L1']",Portfolio-7-PS3-ES20-S0,0,
fri_c3_500_50,0,Portfolio-N2 metalearning (ensemble),0.0633116883116883,452.3,0.8965514958377836,164.52127504348755,0.00043212890625,['CatBoost_r78_BAG_L1'],,0,
fri_c3_500_50,1,Portfolio-N2 metalearning (ensemble),0.0714285714285714,605.0,1.0,152.58100748062134,0.0003407716751098,['CatBoost_r78_BAG_L1'],,0,
fri_c3_500_50,2,Portfolio-N2 metalearning (ensemble),0.0097402597402597,97.28879310344828,0.1999999999999957,143.43965888023376,0.0003722095489501,['CatBoost_r78_BAG_L1'],,0,
fri_c3_500_50,0,Portfolio-N3 metalearning (ensemble),0.0535714285714286,92.5,0.6896544875133521,4.898287057876587,0.0008936166763304,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c3_500_50,1,Portfolio-N3 metalearning (ensemble),0.0616883116883116,302.4482758620689,0.8064516129032262,4.333938360214233,0.0019369316101073,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c3_500_50,2,Portfolio-N3 metalearning (ensemble),0.0178571428571429,363.00000000000006,0.5333333333333354,4.461632013320923,0.0008931207656859,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c4_500_100,0,Portfolio-N2 metalearning (ensemble),0.0373376623376623,488.3448275862069,0.8666666666666658,2.3818371295928955,0.0020586585998534,"['ExtraTrees_r21_BAG_L1', 'XGBoost_r103_BAG_L1']",Portfolio-2-PS2-ES20-S0,0,
fri_c4_500_100,1,Portfolio-N2 metalearning (ensemble),0.0584415584415584,314.00000000000784,0.6315789473684227,2.374105215072632,0.0019805717468261,"['ExtraTrees_r21_BAG_L1', 'XGBoost_r103_BAG_L1']",Portfolio-2-PS2-ES20-S0,0,
fri_c4_500_100,2,Portfolio-N2 metalearning (ensemble),0.0373376623376623,268.3448275862069,0.6666652444383777,2.8980407714843754,0.0021947336196898,"['ExtraTrees_r21_BAG_L1', 'XGBoost_r103_BAG_L1']",Portfolio-2-PS2-ES20-S0,0,
fri_c4_500_100,0,Portfolio-N3 metalearning (ensemble),0.034090909090909,373.5,0.733333333333331,4.682790756225586,0.0009633302688598,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c4_500_100,1,Portfolio-N3 metalearning (ensemble),0.0698051948051947,623.0,1.0,5.634185552597046,0.0011232471466064,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
fri_c4_500_100,2,Portfolio-N3 metalearning (ensemble),0.0308441558441558,92.32758620689656,0.3999974399890803,5.798760414123535,0.0011013412475585,"['NeuralNetTorch_r111_BAG_L1', 'LightGBM_r6_BAG_L1', 'RandomForest_r196_BAG_L1']",Portfolio-1-PS3-ES20-S0,0,
house_prices_nominal,0,Portfolio-N2 metalearning (ensemble),18633.572017092327,118.5,0.4603176562848359,11.512391567230225,0.0053707475531591,['LightGBM_r38_BAG_L1'],,0,
house_prices_nominal,1,Portfolio-N2 metalearning (ensemble),27731.95304908565,463.5,0.7222207681017898,11.64189314842224,0.0044629410521624,['LightGBM_r38_BAG_L1'],,0,
house_prices_nominal,2,Portfolio-N2 metalearning (ensemble),23059.97167508854,721.5,1.0,14.132377862930298,0.0051649678243349,['LightGBM_r38_BAG_L1'],,0,
house_prices_nominal,0,Portfolio-N3 metalearning (ensemble),17562.92007870147,7.401924968785348,0.2717337165496749,78.12119555473328,0.0056995545348074,"['XGBoost_r139_BAG_L1', 'XGBoost_r58_BAG_L1', 'LightGBM_r195_BAG_L1']",Portfolio-9-PS3-ES20-S0,0,
house_prices_nominal,1,Portfolio-N3 metalearning (ensemble),25458.84211606833,168.14134588510385,0.3930109781112154,63.376412153244026,0.0034453476945014,"['XGBoost_r139_BAG_L1', 'XGBoost_r58_BAG_L1', 'LightGBM_r195_BAG_L1']",Portfolio-9-PS3-ES20-S0,0,
house_prices_nominal,2,Portfolio-N3 metalearning (ensemble),20088.26724668609,37.14287341804529,0.4189784503083383,46.50083112716675,0.0062172118931599,"['XGBoost_r139_BAG_L1', 'XGBoost_r58_BAG_L1', 'LightGBM_r195_BAG_L1']",Portfolio-9-PS3-ES20-S0,0,
ilpd,0,Portfolio-N2 metalearning (ensemble),0.2927170868347338,682.25,1.0,4.004935503005981,0.0001046015508792,['CatBoost_r25_BAG_L1'],,0,
ilpd,1,Portfolio-N2 metalearning (ensemble),0.396358543417367,1083.0,1.0,1.890739679336548,0.0001001930563977,['CatBoost_r25_BAG_L1'],,0,
ilpd,2,Portfolio-N2 metalearning (ensemble),0.2212885154061624,927.25,1.0,3.931973218917847,5.360532992904288e-05,['CatBoost_r25_BAG_L1'],,0,
ilpd,0,Portfolio-N3 metalearning (ensemble),0.3067226890756303,1033.5,1.0,5.459415912628174,0.0001135534937549,['CatBoost_r20_BAG_L1'],,0,
ilpd,1,Portfolio-N3 metalearning (ensemble),0.3753501400560224,838.0,1.0,3.1670572757720947,0.0001085970045976,['CatBoost_r20_BAG_L1'],,0,
ilpd,2,Portfolio-N3 metalearning (ensemble),0.2184873949579832,848.5,1.0,8.172365188598633,0.0001258997320106,['CatBoost_r20_BAG_L1'],,0,
kc2,0,Portfolio-N2 metalearning (ensemble),0.1233766233766233,221.28571428571428,0.7894736842105271,0.995929479598999,0.0016265262589142,"['ExtraTrees_r21_BAG_L1', 'XGBoost_r103_BAG_L1']",Portfolio-2-PS2-ES20-S0,0,
kc2,1,Portfolio-N2 metalearning (ensemble),0.1266233766233766,890.1666666666666,1.0,1.04921293258667,0.0013617628835626,"['ExtraTrees_r21_BAG_L1', 'XGBoost_r103_BAG_L1']",Portfolio-2-PS2-ES20-S0,0,
